Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
068790,KR7068790005,DMS,KOSDAQ,관리종목(소속부없음),6330,0,0,0.0,0,0,0,0,0,149939488590,23687123,KSQ
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,10080,2,-60,-0.59,10190,10190,9930,12845,128543030,149670420480,14848256,KSQ
005990,KR7005990007,매일홀딩스,KOSDAQ,우량기업부,10860,2,-120,-1.09,10980,11000,10830,2465,26933140,148980781440,13718304,KSQ
453450,KR7453450009,그리드위즈,KOSDAQ,벤처기업부,18690,2,-690,-3.56,19590,19590,18650,26424,498451355,148449997500,7942750,KSQ
191420,KR7191420009,테고사이언스,KOSDAQ,벤처기업부,18290,1,210,1.16,17950,18490,17500,12518,224107540,148310573860,8108834,KSQ
047310,KR7047310008,파워로직스,KOSDAQ,중견기업부,4050,2,-130,-3.11,4180,4180,4035,172161,701514416,148273557750,36610755,KSQ
052420,KR7052420007,오성첨단소재,KOSDAQ,우량기업부,1625,2,-38,-2.29,1652,1666,1610,1213607,1979112984,148152020250,91170474,KSQ
264660,KR7264660002,씨앤지하이테크,KOSDAQ,우량기업부,15220,1,300,2.01,15300,15500,14830,1073377,16263096040,147956237840,9721172,KSQ
125020,KR7125020008,티씨머티리얼즈,KOSDAQ,중견기업부,4315,2,-195,-4.32,4510,4510,4285,146338,635788870,147693021725,34227815,KSQ
235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,4300,2,-120,-2.71,4400,4435,4270,138860,601911704,147383020300,34275121,KSQ
052260,KR7052260007,현대바이오랜드,KOSDAQ,우량기업부,4905,2,-85,-1.7,4935,5090,4870,161780,798960753,147150000000,30000000,KSQ
054540,KR7054540000,삼영엠텍,KOSDAQ,중견기업부,11310,2,-680,-5.67,11990,12100,11080,1101476,12552710245,147030000000,13000000,KSQ
192440,KR7192440006,슈피겐코리아,KOSDAQ,우량기업부,23650,2,-250,-1.05,24100,24100,23200,3110,72880425,147016984950,6216363,KSQ
322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,5730,2,-230,-3.86,5860,6080,5710,76656,443182910,146280551160,25528892,KSQ
361390,KR7361390008,제노코,KOSDAQ,벤처기업부,16610,2,-790,-4.54,17550,17550,16530,63497,1069812590,146181105290,8800789,KSQ
123040,KR7123040008,엠에스오토텍,KOSDAQ,우량기업부,2330,3,0,0.0,2330,2330,2275,97199,223626390,145923936670,62628299,KSQ
063570,KR7063570006,NICE인프라,KOSDAQ,우량기업부,4270,2,-80,-1.84,4405,4405,4270,114250,490608252,145810798560,34147728,KSQ
408920,KR7408920007,메쎄이상,KOSDAQ,벤처기업부,3370,1,40,1.2,3390,3460,3285,149424,501979085,145693373350,43232455,KSQ
149950,KR7149950008,아바텍,KOSDAQ,우량기업부,9330,2,-250,-2.61,9430,9530,9090,69019,638887950,145617975000,15607500,KSQ
095190,KR7095190005,이엠코리아,KOSDAQ,중견기업부,2230,3,0,0.0,2205,2255,2150,599313,1316341831,145530830260,65260462,KSQ
071200,KR7071200000,인피니트헬스케어,KOSDAQ,중견기업부,5960,2,-150,-2.45,6110,6110,5920,66668,397871030,145402889680,24396458,KSQ
299900,KR7299900001,위지윅스튜디오,KOSDAQ,중견기업부,847,2,-27,-3.09,874,875,839,585836,498045127,144878404748,171048884,KSQ
078140,KR7078140001,대봉엘에스,KOSDAQ,우량기업부,13060,2,-170,-1.28,13300,13300,13020,25114,328532500,144790721740,11086579,KSQ
321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,5340,2,-350,-6.15,5690,5690,5300,111342,607235630,144735942060,27104109,KSQ
053080,KR7053080008,케이엔솔,KOSDAQ,우량기업부,11100,2,-510,-4.39,11460,11540,11100,35230,395897525,144297857700,12999807,KSQ
365330,KR7365330000,에스와이스틸텍,KOSDAQ,중견기업부,3160,2,-60,-1.86,3220,3225,3100,982367,3100072243,144127600000,45610000,KSQ
096240,KR7096240007,크레버스,KOSDAQ,우량기업부,12890,2,-70,-0.54,12990,12990,12840,19084,246003450,143571140200,11138180,KSQ
066410,KR7066410002,버킷스튜디오,KOSDAQ,관리종목(소속부없음),1153,0,0,0.0,0,0,0,0,0,143032122032,124052144,KSQ
036710,KR7036710002,심텍홀딩스,KOSDAQ,중견기업부,2705,2,-45,-1.64,2750,2790,2500,824511,2215495120,142899074570,52827754,KSQ
207760,KR7207760000,미스터블루,KOSDAQ,중견기업부,1717,2,-30,-1.72,1757,1757,1714,1075668,1859053610,142647987411,83079783,KSQ
090850,KR7090850009,현대이지웰,KOSDAQ,우량기업부,5990,2,-10,-0.17,5950,6000,5810,66786,392939110,142240702390,23746361,KSQ
274090,KR7274090000,켄코아에어로스페이스,KOSDAQ,기술성장기업부,10750,2,-380,-3.41,11000,11140,10650,88928,959333025,140876062500,13104750,KSQ
217730,KR7217730001,강스템바이오텍,KOSDAQ,기술성장기업부,1490,2,-32,-2.1,1506,1545,1461,384579,574573485,140140682010,94054149,KSQ
107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,24850,2,-2100,-7.79,26550,26700,24750,88849,2247545225,139906841900,5630054,KSQ
106190,KR7106190002,하이텍팜,KOSDAQ,우량기업부,13110,2,-150,-1.13,13190,13190,12980,23462,305732670,139400898030,10633173,KSQ
402490,KR7402490007,그린리소스,KOSDAQ,기술성장기업부,8410,2,-160,-1.87,8570,8600,8330,201778,1701068245,139260248080,16558888,KSQ
418420,KR7418420006,라온텍,KOSDAQ,기술성장기업부,4580,2,-240,-4.98,4830,4875,4540,383272,1774821436,138946015640,30337558,KSQ
461030,KR7461030009,아이엠비디엑스,KOSDAQ,기술성장기업부,9900,2,-350,-3.41,10250,10300,9870,158798,1592388280,138775725000,14017750,KSQ
054050,KR7054050000,농우바이오,KOSDAQ,우량기업부,8650,2,-100,-1.14,8750,8750,8600,39563,341815475,138664352650,16030561,KSQ
054920,KR7054920004,한컴위드,KOSDAQ,중견기업부,4880,3,0,0.0,4880,5450,4720,9409924,48792644414,137699355280,28217081,KSQ
408900,KR7408900009,스튜디오미르,KOSDAQ,중견기업부,4185,2,-25,-0.59,4200,4355,4130,458801,1946173082,136973091420,32729532,KSQ
063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,20750,2,-450,-2.12,21250,21250,20700,10289,214599350,136850234000,6595192,KSQ
067990,KR7067990002,도이치모터스,KOSDAQ,우량기업부,4665,2,-50,-1.06,4740,4740,4640,48883,228171380,136131930750,29181550,KSQ
011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,12910,2,-70,-0.54,12960,12980,12730,28889,371296200,135942300000,10530000,KSQ
206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,5340,2,-120,-2.2,5460,5460,5270,38227,202661420,135698670240,25411736,KSQ
017510,KR7017510009,세명전기,KOSDAQ,중견기업부,8900,2,-530,-5.62,9400,9400,8800,678953,6114453405,135689400000,15246000,KSQ
354320,KR7354320004,알멕,KOSDAQ,기술성장기업부,21200,2,-750,-3.42,21750,21900,21050,17387,370554725,135497277200,6391381,KSQ
100130,KR7100130004,동국S&C,KOSDAQ,중견기업부,2370,2,-5,-0.21,2355,2405,2305,154056,357024052,135428910000,57143000,KSQ
063170,KR7063170005,서울옥션,KOSDAQ,중견기업부,7610,2,-280,-3.55,7880,7880,7570,141408,1082578655,135262171870,17774267,KSQ
049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,15310,2,-560,-3.53,15870,15870,15280,38267,590551365,135001804040,8817884,KSQ
411080,KR7411080005,샌즈랩,KOSDAQ,기술성장기업부,8840,2,-270,-2.96,9110,9120,8700,328466,2909338210,134965919920,15267638,KSQ
060570,KR7060570009,드림어스컴퍼니,KOSDAQ,중견기업부,1820,2,-38,-2.05,1855,1894,1784,138959,255091492,134864862860,74101573,KSQ
377030,KR7377030002,비트맥스,KOSDAQ,기술성장기업부,3615,2,-110,-2.95,3700,3710,3550,237253,857277310,134590867530,37231222,KSQ
030960,KR7030960009,양지사,KOSDAQ,중견기업부,8400,1,180,2.19,8250,8520,8180,232270,1943949300,134232000000,15980000,KSQ
215100,KR7215100009,로보로보,KOSDAQ,벤처기업부,6590,2,-120,-1.79,6710,6930,6450,1353157,9071494940,134096311860,20348454,KSQ
008830,KR7008830002,대동기어,KOSDAQ,중견기업부,14920,2,-320,-2.1,15200,15210,14830,35194,527302030,134093798400,8987520,KSQ
294140,KR7294140009,레몬,KOSDAQ,중견기업부,5980,2,-290,-4.63,6270,6390,5890,194122,1161280375,134040611640,22414818,KSQ
072870,KR7072870009,메가스터디,KOSDAQ,우량기업부,11220,2,-30,-0.27,11250,11300,11190,13588,152270300,133753159980,11920959,KSQ
199430,KR7199430000,케이엔알시스템,KOSDAQ,기술성장기업부,12280,2,-500,-3.91,12780,13080,12200,316144,3959055860,133578315640,10877713,KSQ
264450,KR7264450008,유비쿼스,KOSDAQ,우량기업부,8940,2,-10,-0.11,8950,8970,8840,9555,84853285,133370344020,14918383,KSQ
041440,KR7041440009,현대에버다임,KOSDAQ,우량기업부,7440,2,-190,-2.49,7670,7680,7400,70773,529277430,133294623360,17915944,KSQ
119830,KR7119830008,아이텍,KOSDAQ,중견기업부,6020,2,-170,-2.75,6150,6240,6010,177112,1071420375,133147602840,22117542,KSQ
101670,KR7101670008,하이드로리튬,KOSDAQ,투자주의환기종목(소속부없음),2450,2,-85,-3.35,2570,2670,2400,2439717,6057470669,132716426500,54169970,KSQ
025950,KR7025950007,동신건설,KOSDAQ,우량기업부,15740,2,-440,-2.72,16000,16180,15000,23503,371166680,132216000000,8400000,KSQ
489500,KR7489500009,엘케이켐,KOSDAQ,벤처기업부,21050,2,-1100,-4.97,22000,22050,20700,74221,1573543850,132153078800,6278056,KSQ
282720,KR7282720002,금양그린파워,KOSDAQ,우량기업부,10900,2,-200,-1.8,10990,11240,10630,80201,880556635,132102550000,12119500,KSQ
269620,KR7269620001,시스웍,KOSDAQ,관리종목(소속부없음),889,0,0,0.0,0,0,0,0,0,132090012299,148582691,KSQ
331740,KR7331740001,아우토크립트,KOSDAQ,기술성장기업부,13710,2,-510,-3.59,14240,14550,13660,131079,1813942665,132015399720,9629132,KSQ
389140,KR7389140005,포바이포,KOSDAQ,벤처기업부,11810,2,-690,-5.52,12500,12500,11780,229375,2737221280,131914570350,11169735,KSQ
038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,3200,2,-115,-3.47,3305,3305,3195,271562,879997795,131741984000,41169370,KSQ
424960,KR7424960003,스마트레이더시스템,KOSDAQ,기술성장기업부,8400,2,-370,-4.22,8890,8890,8260,219764,1857140785,131689656000,15677340,KSQ
086710,KR7086710001,선진뷰티사이언스,KOSDAQ,우량기업부,10770,2,-270,-2.45,11060,11130,10650,29387,318737835,131429325600,12203280,KSQ
093640,KR7093640001,케이알엠,KOSDAQ,투자주의환기종목(소속부없음),4020,2,-110,-2.66,4130,4135,3970,52248,210983615,131147881020,32623851,KSQ
289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,5840,2,-120,-2.01,5870,5940,5780,25434,148475095,130303370640,22312221,KSQ
005860,KR7005860002,한일사료,KOSDAQ,우량기업부,3305,2,-55,-1.64,3360,3365,3290,166830,552307495,130229178925,39403685,KSQ
303810,KR7303810006,동국생명과학,KOSDAQ,중견기업부,4060,2,-145,-3.45,4205,4205,4040,239123,979990559,129855608400,31984140,KSQ
365270,KR7365270008,큐라클,KOSDAQ,기술성장기업부,6180,2,-40,-0.64,6100,6340,6060,301066,1852466675,129836577900,21009155,KSQ
027710,KR7027710003,팜스토리,KOSDAQ,중견기업부,1163,2,-3,-0.26,1166,1166,1156,146747,170142343,129577505800,111416600,KSQ
048550,KR7048550008,SM C&C,KOSDAQ,중견기업부,1339,2,-5,-0.37,1336,1347,1319,274571,364640228,129500876180,96714620,KSQ
079810,KR7079810008,디이엔티,KOSDAQ,우량기업부,5860,2,-270,-4.4,6220,6220,5840,129962,772716555,129084630840,22028094,KSQ
086960,KR7086960002,MDS테크,KOSDAQ,중견기업부,1390,2,-41,-2.87,1430,1434,1389,857255,1201952451,129022285320,92821788,KSQ
048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,3775,2,-115,-2.96,3890,3920,3775,199152,757725583,128919126550,34150762,KSQ
382840,KR7382840007,원준,KOSDAQ,우량기업부,8440,2,-300,-3.43,8710,8710,8310,63572,541943005,128892143640,15271581,KSQ
040300,KR7040300006,YTN,KOSDAQ,중견기업부,2700,2,-25,-0.92,2725,2735,2690,63049,170056100,128727846000,47676980,KSQ
104040,KR7104040001,대성파인텍,KOSDAQ,벤처기업부,959,2,-26,-2.64,990,990,944,571827,548149813,128571045134,134067826,KSQ
083790,KR7083790006,CG인바이츠,KOSDAQ,벤처기업부,1672,2,-13,-0.77,1700,1700,1649,100600,167281736,128567072304,76894182,KSQ
023440,KR7023440001,제이스코홀딩스,KOSDAQ,중견기업부,1449,2,-27,-1.83,1452,1464,1420,741053,1065912044,128404647756,88616044,KSQ
311690,KR7311690002,CJ 바이오사이언스,KOSDAQ,기술성장기업부,9820,2,-160,-1.6,10030,10030,9740,18743,184312240,128302836840,13065462,KSQ
142210,KR7142210004,유니트론텍,KOSDAQ,우량기업부,6100,2,-180,-2.87,6390,6390,6000,367085,2245514725,128161433100,21010071,KSQ
451760,KR7451760003,컨텍,KOSDAQ,기술성장기업부,8400,2,-230,-2.67,8780,8780,8380,30717,260656855,128118446400,15252196,KSQ
475230,KR7475230009,엔알비,KOSDAQ,벤처기업부,12270,2,-80,-0.65,12350,12890,12130,156937,1956500815,127940995530,10427139,KSQ
443250,KR7443250006,레뷰코퍼레이션,KOSDAQ,벤처기업부,11400,2,-20,-0.18,11530,11530,11170,18148,205833550,126782364000,11121260,KSQ
175140,KR7175140003,휴먼테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),5110,2,-140,-2.67,5250,5250,5060,43246,222154530,126717841320,24798012,KSQ
317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,3800,2,-120,-3.06,3900,3900,3750,332769,1262482472,126445687800,33275181,KSQ
445180,KR7445180003,퓨릿,KOSDAQ,중견기업부,7350,2,-330,-4.3,7620,7620,7300,110969,820455275,126340531800,17189188,KSQ
021080,KR7021080007,에이티넘인베스트,KOSDAQ,우량기업부,2625,2,-55,-2.05,2650,2670,2545,114092,298788765,126000000000,48000000,KSQ
018120,KR7018120006,진로발효,KOSDAQ,우량기업부,18990,2,-210,-1.09,19200,19200,18990,2759,52599570,125735068800,6621120,KSQ
126730,KR7126730001,코칩,KOSDAQ,벤처기업부,14730,2,-720,-4.66,15300,15380,14670,141704,2110275360,125255965800,8503460,KSQ
140670,KR7140670001,알에스오토메이션,KOSDAQ,벤처기업부,13450,2,-550,-3.93,13900,14930,13450,401855,5636347645,125127233000,9303140,KSQ
214260,KR7214260002,라파스,KOSDAQ,기술성장기업부,14000,2,-380,-2.64,14560,14560,14000,20706,292005020,124914482000,8922463,KSQ
134580,KR7134580000,탑코미디어,KOSDAQ,중견기업부,2530,2,-65,-2.5,2610,2610,2515,216272,549767112,124714196970,49294149,KSQ
217820,KR7217820000,원익피앤이,KOSDAQ,중견기업부,2625,2,-110,-4.02,2755,2755,2615,112918,299991374,124568217375,47454559,KSQ
396470,KR7396470007,워트,KOSDAQ,중견기업부,7720,2,-390,-4.81,8060,8060,7640,99342,774704910,124446400000,16120000,KSQ
039340,KR7039340005,한국경제TV,KOSDAQ,우량기업부,5530,1,10,0.18,5520,5560,5450,8163,44869070,124425000000,22500000,KSQ
085670,KR7085670008,뉴프렉스,KOSDAQ,우량기업부,5050,2,-230,-4.36,5210,5220,4990,221323,1123927305,123476343050,24450761,KSQ
042510,KR7042510008,라온시큐어,KOSDAQ,벤처기업부,10950,2,-370,-3.27,11290,11290,10870,143127,1577360730,122696655300,11205174,KSQ
003100,KR7003100005,선광,KOSDAQ,우량기업부,18530,2,-450,-2.37,18920,18920,18460,10240,190623255,122298000000,6600000,KSQ
204610,KR7204610000,티쓰리,KOSDAQ,벤처기업부,1984,2,-41,-2.02,2000,2020,1973,168388,334512367,122217812480,61601720,KSQ
067000,KR7067000000,조이시티,KOSDAQ,중견기업부,1744,2,-46,-2.57,1790,1790,1741,98454,173613480,121911609824,69903446,KSQ
151910,KR7151910007,퓨처코어,KOSDAQ,관리종목(소속부없음),640,0,0,0.0,0,0,0,0,0,121645902080,190071722,KSQ
451250,KR7451250005,삐아,KOSDAQ,벤처기업부,11890,1,80,0.68,11600,11960,11540,404276,4750926205,121585677530,10225877,KSQ
115500,KR7115500001,케이씨에스,KOSDAQ,중견기업부,10120,2,-580,-5.42,10420,10460,10100,94549,965421610,121440000000,12000000,KSQ
419050,KR7419050000,삼기에너지솔루션즈,KOSDAQ,우량기업부,2110,1,100,4.98,2005,2330,1981,10999524,24137375936,120684066400,57196240,KSQ
163280,KR7163280001,에어레인,KOSDAQ,기술성장기업부,14750,2,-680,-4.41,15380,15460,14550,74914,1111330180,120578137750,8174789,KSQ
032940,KR7032940009,원익,KOSDAQ,우량기업부,6620,2,-160,-2.36,6720,6820,6540,207374,1377498385,120439182600,18193230,KSQ
418470,KR7418470001,KT밀리의서재,KOSDAQ,중견기업부,14050,2,-170,-1.2,14200,14300,13950,24772,348038305,120321235450,8563789,KSQ
013310,KR7013310008,아진산업,KOSDAQ,우량기업부,3100,2,-95,-2.97,3160,3185,3090,204211,635952475,120300404200,38806582,KSQ
064800,KR7064800006,포니링크,KOSDAQ,중견기업부,940,2,-18,-1.88,958,960,923,267956,249952982,120138860120,127807298,KSQ
456070,KR7456070002,이엔셀,KOSDAQ,기술성장기업부,11020,2,-520,-4.51,11600,11600,11000,39036,435592350,120137891100,10901805,KSQ
136410,KR7136410008,아셈스,KOSDAQ,벤처기업부,10900,2,-340,-3.02,11180,11180,10670,79488,866941000,120108255400,11019106,KSQ
187660,KR7187660006,현대ADM,KOSDAQ,중견기업부,2385,2,-70,-2.85,2470,2475,2340,831270,1985648075,120043825785,50332841,KSQ
033290,KR7033290008,코웰패션,KOSDAQ,중견기업부,2135,2,-35,-1.61,2185,2185,2125,53811,115112515,119893702635,56156301,KSQ
950190,KR8344390008,고스트스튜디오,KOSDAQ,외국기업(소속부없음),9180,3,0,0.0,9110,9250,9070,17282,157528280,119496601620,13017059,KSQ
124560,KR7124560004,태웅로직스,KOSDAQ,우량기업부,3005,2,-65,-2.12,3070,3080,3000,323048,975500003,119361337555,39720911,KSQ
131400,KR7131400004,이브이첨단소재,KOSDAQ,벤처기업부,2000,2,-70,-3.38,2075,2085,1998,1046258,2109610053,119183764000,59591882,KSQ
039560,KR7039560008,다산네트웍스,KOSDAQ,중견기업부,3000,2,-60,-1.96,3060,3075,2975,158825,478965575,118841943000,39613981,KSQ
309960,KR7309960003,LB인베스트먼트,KOSDAQ,벤처기업부,5100,2,-150,-2.86,5240,5290,5020,60215,310082840,118407918900,23217239,KSQ
054800,KR7054800008,아이디스홀딩스,KOSDAQ,중견기업부,11400,2,-280,-2.4,11570,11640,11400,7632,87687080,117964418400,10347756,KSQ
311390,KR7311390009,네오크레마,KOSDAQ,벤처기업부,9320,2,-390,-4.02,9770,9780,9100,142167,1329053485,117933313480,12653789,KSQ
051160,KR7051160000,지어소프트,KOSDAQ,중견기업부,7620,2,-220,-2.81,7840,7840,7580,137844,1051886015,117915156600,15474430,KSQ
278650,KR7278650007,HLB바이오스텝,KOSDAQ,중견기업부,1355,1,12,0.89,1342,1388,1307,945805,1281153168,117892505345,87005539,KSQ
147830,KR7147830004,제룡산업,KOSDAQ,벤처기업부,5890,2,-280,-4.54,6160,6160,5880,147583,881980835,117800000000,20000000,KSQ
037070,KR7037070000,파세코,KOSDAQ,중견기업부,5890,2,-50,-0.84,5920,5920,5810,59623,348300485,117800000000,20000000,KSQ
086670,KR7086670007,비엠티,KOSDAQ,우량기업부,11810,2,-160,-1.34,11860,12130,11650,21730,255207260,117224701850,9925885,KSQ
131030,KR7131030009,옵투스제약,KOSDAQ,우량기업부,7250,2,-220,-2.95,7470,7520,7150,124319,901615565,117110424500,16153162,KSQ
317870,KR7317870004,엔바이오니아,KOSDAQ,기술성장기업부,13700,1,160,1.18,13540,14260,13300,9710,130959950,117087310300,8546519,KSQ
092190,KR7092190008,서울바이오시스,KOSDAQ,중견기업부,2550,2,-70,-2.67,2620,2620,2540,27139,69679692,116964376650,45868383,KSQ
049960,KR7049960008,쎌바이오텍,KOSDAQ,벤처기업부,12400,2,-20,-0.16,12430,12470,12240,15255,188056120,116560000000,9400000,KSQ
041590,KR7041590001,플래스크,KOSDAQ,관리종목(소속부없음),2370,0,0,0.0,0,0,0,0,0,116064014460,48972158,KSQ
036010,KR7036010007,아비코전자,KOSDAQ,중견기업부,8720,2,-380,-4.18,9100,9100,8500,294320,2561862875,115914384480,13292934,KSQ
019010,KR7019010008,베뉴지,KOSDAQ,중견기업부,2400,2,-60,-2.44,2460,2460,2375,27415,66147860,115680000000,48200000,KSQ
019550,KR7019550003,SBI인베스트먼트,KOSDAQ,벤처기업부,712,2,-16,-2.2,728,728,709,260553,186025408,115391401400,162066575,KSQ
102370,KR7102370004,케이옥션,KOSDAQ,기술성장기업부,4225,2,-125,-2.87,4300,4300,4160,162650,686337140,115043412250,27229210,KSQ
023900,KR7023900004,풍국주정,KOSDAQ,우량기업부,9120,3,0,0.0,9110,9120,9000,12010,108736740,114912000000,12600000,KSQ
453860,KR7453860009,에이에스텍,KOSDAQ,벤처기업부,20300,2,-700,-3.33,21000,21000,19990,50690,1025676275,114841464500,5657215,KSQ
290670,KR7290670009,대보마그네틱,KOSDAQ,중견기업부,14610,2,-590,-3.88,15160,15160,14600,13791,203958200,114800412600,7857660,KSQ
357230,KR7357230002,에이치피오,KOSDAQ,우량기업부,2720,2,-25,-0.91,2750,2780,2650,68377,185058945,114483404640,42089487,KSQ
067900,KR7067900001,와이엔텍,KOSDAQ,우량기업부,6290,2,-80,-1.26,6370,6410,6290,34071,215238070,114475855110,18199659,KSQ
044990,KR7044990000,에이치엔에스하이텍,KOSDAQ,기술성장기업부,14200,2,-100,-0.7,14300,14300,13830,14831,207679280,114112108800,8036064,KSQ
327260,KR7327260006,RF머트리얼즈,KOSDAQ,벤처기업부,13530,2,-880,-6.11,14410,14500,13500,102464,1411866080,114101615430,8433231,KSQ
413630,KR7413630005,씨피시스템,KOSDAQ,벤처기업부,3130,1,15,0.48,3085,3560,3075,15089484,50206529258,114046639380,36436626,KSQ
347860,KR7347860009,알체라,KOSDAQ,벤처기업부,2945,2,-130,-4.23,3080,3080,2935,507790,1508121282,114003780145,38710961,KSQ
043610,KR7043610005,KT지니뮤직,KOSDAQ,우량기업부,1955,2,-23,-1.16,1962,1978,1925,51072,99875175,113615681290,58115438,KSQ
058630,KR7058630005,엠게임,KOSDAQ,우량기업부,5800,2,-50,-0.85,5850,5860,5710,74420,429090415,113354486600,19543877,KSQ
125210,KR7125210005,아모그린텍,KOSDAQ,우량기업부,6850,2,-340,-4.73,7130,7130,6760,125275,862418435,113003011500,16496790,KSQ
299660,KR7299660001,셀리드,KOSDAQ,기술성장기업부,3830,2,-100,-2.54,3930,3930,3780,372750,1425041065,112996401910,29502977,KSQ
370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,13110,2,-340,-2.53,13390,13390,12980,47761,626692080,112180041300,8556830,KSQ
065510,KR7065510000,휴비츠,KOSDAQ,우량기업부,9220,2,-280,-2.95,9490,9490,9100,77464,717181110,112109400620,12159371,KSQ
066590,KR7066590001,우수AMS,KOSDAQ,중견기업부,2865,2,-35,-1.21,2880,2900,2855,38110,109073190,111944442960,39073104,KSQ
225530,KR7225530005,HC보광산업,KOSDAQ,우량기업부,3080,2,-40,-1.28,3100,3115,3060,47841,147476609,111923279160,36338727,KSQ
163730,KR7163730005,핑거,KOSDAQ,벤처기업부,11890,2,-530,-4.27,12360,12360,11770,168885,2018832685,111844093520,9406568,KSQ
039860,KR7039860002,나노엔텍,KOSDAQ,중견기업부,3480,2,-75,-2.11,3555,3570,3480,151312,529313245,111743085360,32110082,KSQ
035610,KR7035610005,솔본,KOSDAQ,벤처기업부,4080,2,-40,-0.97,4120,4120,4050,25484,103446012,111571667760,27345997,KSQ
099750,KR7099750002,이지케어텍,KOSDAQ,벤처기업부,16320,3,0,0.0,16310,16390,15980,13796,222527490,111543544320,6834776,KSQ
302550,KR7302550009,리메드,KOSDAQ,기술성장기업부,3540,2,-80,-2.21,3570,3580,3450,319311,1121036405,111494169120,31495528,KSQ
452190,KR7452190002,한빛레이저,KOSDAQ,벤처기업부,4760,2,-190,-3.84,4915,4960,4710,115532,556296474,111224811320,23366557,KSQ
253840,KR7253840003,수젠텍,KOSDAQ,벤처기업부,6640,2,-300,-4.32,6880,6920,6570,331166,2218248495,111174848000,16743200,KSQ
0010V0,KR70010V0005,제이피아이헬스케어,KOSDAQ,벤처기업부,21750,1,1550,7.67,20400,23450,20300,4319541,96002181000,111042450000,5105400,KSQ
460870,KR7460870009,에스엠씨지,KOSDAQ,벤처기업부,5600,2,-140,-2.44,5750,5750,5530,216064,1208965575,111010502400,19823304,KSQ
038540,KR7038540001,상상인,KOSDAQ,중견기업부,2005,1,31,1.57,1974,2005,1953,25175,49456025,110933267565,55328313,KSQ
293580,KR7293580007,나우IB,KOSDAQ,벤처기업부,1167,2,-30,-2.51,1187,1187,1148,400656,467243510,110783251650,94929950,KSQ
065450,KR7065450009,빅텍,KOSDAQ,벤처기업부,3865,2,-50,-1.28,3915,3945,3840,226461,877970170,110743072000,28652800,KSQ
100700,KR7100700004,세운메디칼,KOSDAQ,우량기업부,2525,1,5,0.2,2515,2525,2495,39459,98924328,110595000000,43800000,KSQ
382150,KR7382150001,온코크로스,KOSDAQ,기술성장기업부,9190,2,-820,-8.19,9980,10030,9170,147355,1378748695,110444841030,12017937,KSQ
388610,KR7388610008,지에프씨생명과학,KOSDAQ,기술성장기업부,21000,1,600,2.94,20350,21150,19500,344527,6926695690,110319489000,5253309,KSQ
082850,KR7082850009,우리바이오,KOSDAQ,벤처기업부,2270,2,-75,-3.2,2345,2350,2265,458626,1052492188,109996432060,48456578,KSQ
048910,KR7048910004,대원미디어,KOSDAQ,우량기업부,8740,2,-180,-2.02,8920,8990,8730,47191,416123655,109939988040,12578946,KSQ
093190,KR7093190007,빅솔론,KOSDAQ,우량기업부,5710,3,0,0.0,5790,5790,5690,4931,28103030,109854147550,19238905,KSQ
446840,KR7446840001,지슨,KOSDAQ,기술성장기업부,1980,1,23,1.18,1950,1989,1902,106100,206680964,109419340140,55262293,KSQ
348150,KR7348150004,고바이오랩,KOSDAQ,기술성장기업부,5630,2,-160,-2.76,5810,5810,5530,136182,764213830,109328345070,19418889,KSQ
027050,KR7027050004,코리아나,KOSDAQ,중견기업부,2730,2,-50,-1.8,2775,2855,2730,336688,934226297,109200000000,40000000,KSQ
474650,KR7474650009,링크솔루션,KOSDAQ,기술성장기업부,19550,2,-390,-1.96,19800,19870,19460,18164,355538490,109070075600,5579032,KSQ
347890,KR7347890006,엠투아이,KOSDAQ,벤처기업부,6440,2,-80,-1.23,6530,6610,6400,52509,338417215,108921033760,16913204,KSQ
322180,KR7322180001,LS티라유텍,KOSDAQ,벤처기업부,5200,2,-200,-3.7,5400,5400,5160,115016,604207195,108794316800,20921984,KSQ
024880,KR7024880007,케이피에프,KOSDAQ,우량기업부,5260,2,-140,-2.59,5360,5390,5160,167284,881284075,108791517480,20682798,KSQ
255440,KR7255440000,야스,KOSDAQ,벤처기업부,8300,2,-190,-2.24,8450,8590,8180,37450,311111375,108381400000,13058000,KSQ
